timestamp,service_name,environment,region,status_code,latency_ms,error_type,request_count,trace_id,deployment_version,message
2026-09-19T01:09:06,payment-service,production,us-east,200,257,,96,f35a1952-b1f0-480a-948d-3669efde8d5f,v2.1.3,request completed
2026-09-19T01:09:20,auth-service,production,us-west,201,232,,99,5ca7c1bd-f840-4efa-910d-5cd7fc36f511,v2.0.9,request completed
2026-09-19T01:09:34,auth-service,production,ap-south,200,344,,139,5927a1e6-d0c2-4d69-8a49-b742dad9488f,v2.1.3,request completed
2026-09-19T01:09:48,matchmaking-service,production,us-west,200,129,,58,7210c449-6816-4883-8656-1a1823c654a8,v2.1.3,request completed
2026-09-19T01:10:02,player-profile-service,production,eu-central,200,307,RATE_LIMIT_EXCEEDED,32,361b4d54-4ef8-44af-ba90-ed1ac47fdcf5,v1.8.2,request completed
2026-09-19T01:10:16,auth-service,production,us-west,400,358,,67,590afaac-a9d4-4c2b-8951-8cc0fe4c6c13,v2.1.3,request completed
2026-09-19T01:10:30,matchmaking-service,production,us-west,200,111,,98,c927b337-12f7-4eae-803d-baa57226d8d6,v2.0.9,request completed
2026-09-19T01:10:44,leaderboard-service,production,us-east,200,125,,37,5abe25c4-43e3-4427-9fdb-e88fd0e197b0,v2.1.3,request completed
2026-09-19T01:10:58,matchmaking-service,production,us-east,200,58,,56,4354dc2b-a965-43bf-a80c-0c399046ec29,v1.8.2,request completed
2026-09-19T01:11:12,notification-service,production,us-west,200,290,,52,385248b1-1a44-445a-8516-0339aa93f605,v2.1.3,request completed
2026-09-19T01:11:26,leaderboard-service,production,us-east,200,149,,25,b7222b5a-a544-4e00-8ca8-94751c7bf3f6,v1.8.2,request completed
2026-09-19T01:11:40,auth-service,production,eu-central,200,224,,74,b7eee78c-bf5e-4ef8-b795-f48df4a3e02b,v1.8.2,request completed
2026-09-19T01:11:54,notification-service,production,us-east,201,122,,135,660afb34-1c74-4cce-8989-f7c134243ebe,v1.8.2,request completed
2026-09-19T01:12:08,payment-service,production,us-east,200,280,,135,0800ee27-3d0c-48dc-a217-c4cd026d476e,v2.0.9,request completed
2026-09-19T01:12:22,leaderboard-service,production,us-east,200,282,,33,379f0d80-f125-447f-ad73-a77bb6df8cca,v2.0.9,request completed
2026-09-19T01:12:36,matchmaking-service,production,ap-south,201,234,,122,83919d14-345e-4324-9449-0893582feab8,v2.1.3,request completed
2026-09-19T01:12:50,leaderboard-service,production,us-west,200,280,UPSTREAM_503,120,a8936c42-de20-4da4-9c5b-487de1e28cb9,v2.0.9,request completed
2026-09-19T01:13:04,player-profile-service,production,us-west,200,212,,80,8fd04939-f078-420e-89fd-8be28d7e63f5,v2.0.9,request completed
2026-09-19T01:13:18,payment-service,production,us-west,200,246,,131,cb53e657-90e6-43e2-b6a2-3dfbe5fdc3f6,v2.0.9,request completed
2026-09-19T01:13:32,payment-service,production,us-west,200,224,,118,7d5e1a68-8248-4b43-925c-4a305028b840,v1.8.2,request completed
2026-09-19T01:13:46,matchmaking-service,production,eu-central,200,261,,127,da63e306-9f71-41fd-9cd2-755d0ebc37bc,v2.1.3,request completed
2026-09-19T01:14:00,notification-service,production,eu-central,401,324,,53,77fb7231-69f8-40ea-b9a2-9b5589d45fa2,v1.8.2,request completed
2026-09-19T01:14:14,auth-service,production,us-east,200,426,,60,75f7dd04-abf3-41f3-8775-e91f2876ee8e,v2.1.3,request completed
2026-09-19T01:14:28,player-profile-service,production,us-east,200,317,,86,aee31eb9-8bc2-4377-a069-6ee630570663,v2.0.9,request completed
2026-09-19T01:14:42,leaderboard-service,production,us-west,400,255,,137,d741b2ac-ef4c-4e24-bc48-56e115d74d66,v2.0.9,request completed
2026-09-19T01:14:56,matchmaking-service,production,eu-central,200,207,,72,c9c5351a-dc73-4b4f-8a72-44164a094286,v2.1.3,request completed
2026-09-19T01:15:10,matchmaking-service,production,ap-south,200,299,,73,9989a8a4-68f9-415c-ae0f-4f7dbf2ab84a,v2.1.3,request completed
2026-09-19T01:15:24,game-session-service,production,ap-south,200,151,,126,bc1b41cf-52a0-4ff1-98ae-2b8857f4a54c,v2.1.3,request completed
2026-09-19T01:15:38,auth-service,production,eu-central,200,193,,97,2ec08ae6-398a-4c05-912d-806ce3fb410e,v2.0.9,request completed
2026-09-19T01:15:52,game-session-service,production,eu-central,200,79,,121,323bbafd-7117-4fdf-b2df-a882c0cbd639,v2.0.9,request completed
2026-09-19T01:16:06,game-session-service,production,us-west,200,219,,101,db5d5a16-e53c-4b45-aac0-9e3149fcc0d7,v2.1.3,request completed
2026-09-19T01:16:20,notification-service,production,eu-central,200,201,,45,d3e38bb4-3da2-446b-adf5-90b636e7b4c9,v1.8.2,request completed
2026-09-19T01:16:34,payment-service,production,us-east,200,176,,128,b866ce6b-080d-4004-a2bb-79f95a507e08,v1.8.2,request completed
2026-09-19T01:16:48,leaderboard-service,production,us-east,200,274,,83,242a1418-25bf-4b48-a108-b89c75d37038,v2.0.9,request completed
2026-09-19T01:17:02,player-profile-service,production,us-west,200,353,,116,04f8c287-1665-4508-a0a3-a7814741d747,v1.8.2,request completed
2026-09-19T01:17:16,leaderboard-service,production,us-east,200,198,,91,fa48c6d4-e7b5-4327-9b7c-f2a0e860b1cd,v2.0.9,request completed
2026-09-19T01:17:30,payment-service,production,us-east,200,140,,87,4952d834-6241-4ff7-b06e-672baf62261c,v2.0.9,request completed
2026-09-19T01:17:44,notification-service,production,eu-central,200,69,,90,02a7032c-d85d-4a06-bda6-4a624dd3f14d,v2.0.9,request completed
2026-09-19T01:17:58,player-profile-service,production,us-west,200,225,,116,54681708-6c32-4b6a-80cd-6f17298dd821,v2.1.3,request completed
2026-09-19T01:18:12,payment-service,production,eu-central,200,105,,50,3ada640f-6fe1-4d63-a55a-3adc13b4357b,v2.1.3,request completed
2026-09-19T01:18:26,matchmaking-service,production,eu-central,200,279,,39,898ccf46-0656-4ada-98ea-5457fc4af3a2,v2.0.9,request completed
2026-09-19T01:18:40,payment-service,production,ap-south,200,164,,79,d2b03f7d-8698-48d3-841c-a59ee66c442f,v2.1.3,request completed
2026-09-19T01:18:54,player-profile-service,production,us-east,200,268,,118,a7c40d06-fc95-4c77-adbc-136314996d2f,v1.8.2,request completed
2026-09-19T01:19:08,notification-service,production,us-east,200,145,,129,b3cd6ec4-ebf4-4469-9a26-fe4c7428a977,v2.1.3,request completed
2026-09-19T01:19:22,leaderboard-service,production,ap-south,200,344,,97,4afc214e-7e19-4491-9a7d-4497b8861b41,v2.1.3,request completed
2026-09-19T01:19:36,payment-service,production,ap-south,200,133,,122,4222afbe-0757-41d9-abb2-9fe7e7af59fa,v1.8.2,request completed
2026-09-19T01:19:50,player-profile-service,production,us-west,500,311,RATE_LIMIT_EXCEEDED,23,c66530db-ade8-49d2-8229-80af5d6023f7,v2.0.9,RATE_LIMIT_EXCEEDED observed in service logs
2026-09-19T01:20:04,player-profile-service,production,us-east,200,203,,68,e2c29dd1-a7f6-4072-9330-a5be38343c62,v1.8.2,request completed
2026-09-19T01:20:18,matchmaking-service,production,us-west,200,236,,68,9bd2db13-30cd-491d-b503-fb9be2fe32fb,v2.0.9,request completed
2026-09-19T01:20:32,matchmaking-service,production,ap-south,200,229,,64,55f4f165-64c1-4346-a9a8-d55435cfcd7b,v2.0.9,request completed
2026-09-19T01:20:46,payment-service,production,us-east,200,202,,51,cd24f674-55a1-4316-be7e-ea8f680f228b,v2.1.3,request completed
2026-09-19T01:21:00,payment-service,production,us-east,200,176,,47,1856a2c2-383d-4bbb-b512-57b6ac50c9ac,v2.1.3,request completed
2026-09-19T01:21:14,player-profile-service,production,eu-central,200,134,,115,960e3d7b-671c-4505-a89a-98015e1f824d,v2.0.9,request completed
2026-09-19T01:21:28,game-session-service,production,us-east,200,302,,106,b5749ef4-86a5-46e5-8cbd-565745fdf21e,v1.8.2,request completed
2026-09-19T01:21:42,player-profile-service,production,ap-south,200,241,,126,d07375c6-0ee7-460c-b543-8b186a2b8fff,v2.1.3,request completed
2026-09-19T01:21:56,game-session-service,production,us-west,200,168,,121,a789a546-5a6a-44b9-8f55-245c359a7a33,v1.8.2,request completed
2026-09-19T01:22:10,notification-service,production,us-east,200,89,,28,e0fc4607-0d15-48d0-8e8a-fb25e015d7ea,v2.0.9,request completed
2026-09-19T01:22:24,notification-service,production,eu-central,200,400,,101,19cbb50e-49ac-45f3-867c-01abe2cd1f5e,v1.8.2,request completed
2026-09-19T01:22:38,leaderboard-service,production,ap-south,200,363,,86,219d37e1-23cb-4ee9-9643-1d6da5789a5a,v2.1.3,request completed
2026-09-19T01:22:52,game-session-service,production,eu-central,200,139,,113,d4139a96-7ae4-4b62-b4e8-e95697d6bb70,v2.1.3,request completed
2026-09-19T01:23:06,notification-service,production,eu-central,200,239,,31,a8422d49-94e6-4cbe-a3b8-6d8ef5fefd7e,v2.0.9,request completed
2026-09-19T01:23:20,matchmaking-service,production,ap-south,200,192,,83,e1ee3e6f-13fd-43ee-8126-ba9f986037bb,v1.8.2,request completed
2026-09-19T01:23:34,leaderboard-service,production,eu-central,200,162,,53,2df42fbf-bbfd-4543-b723-89b128cc9a55,v1.8.2,request completed
2026-09-19T01:23:48,matchmaking-service,production,eu-central,200,436,,30,610b0a7c-a3e5-4e9f-929b-4cb1454f92b9,v2.1.3,request completed
2026-09-19T01:24:02,payment-service,production,ap-south,200,243,,80,8d01daa5-e0ca-430c-9504-fa29c694d60a,v2.0.9,request completed
2026-09-19T01:24:16,game-session-service,production,ap-south,200,253,,59,eb2ca2f4-13b5-44a8-8251-f987c06604b2,v2.0.9,request completed
2026-09-19T01:24:30,game-session-service,production,eu-central,200,358,,115,1b98b52c-5281-44ab-bbca-23f0c0f3e886,v2.0.9,request completed
2026-09-19T01:24:44,notification-service,production,eu-central,200,229,,44,3b764805-4110-4e0f-b838-a932e96e4e67,v2.0.9,request completed
2026-09-19T01:24:58,matchmaking-service,production,us-east,200,273,,43,4970cca6-64b6-46ef-ba8e-e6f2d544d9e9,v2.1.3,request completed
2026-09-19T01:25:12,payment-service,production,us-west,200,332,,56,39bf200a-f212-4e93-9322-4c9ba25a74be,v2.1.3,request completed
2026-09-19T01:25:26,auth-service,production,us-west,200,214,,21,9e00b3b3-b8fc-433e-a1ab-43f2ac76c9b4,v2.0.9,request completed
2026-09-19T01:25:40,game-session-service,production,us-west,200,176,,101,8a288d53-ba1f-4d35-9a72-4fee939fa8ef,v2.0.9,request completed
2026-09-19T01:25:54,leaderboard-service,production,ap-south,200,427,,80,e4fa7da2-08a1-4383-a15b-417a40de3a05,v1.8.2,request completed
2026-09-19T01:26:08,player-profile-service,production,ap-south,200,320,,125,b2bfc9f6-5196-46b8-98bd-990b0d1ed9a3,v2.0.9,request completed
2026-09-19T01:26:22,auth-service,production,ap-south,200,194,,26,af857360-568a-4688-a51d-7aec714813b7,v2.0.9,request completed
2026-09-19T01:26:36,payment-service,production,us-west,200,231,,73,a83da54d-ea54-4c38-b975-50b5423c2326,v2.1.3,request completed
2026-09-19T01:26:50,notification-service,production,us-west,201,338,,58,450780a1-ac0d-42b5-ae28-bca6baee93ca,v2.1.3,request completed
2026-09-19T01:27:04,leaderboard-service,production,ap-south,200,267,,117,9152d5dd-c9d8-4c10-94e7-db40936a00cd,v2.0.9,request completed
2026-09-19T01:27:18,payment-service,production,us-west,200,220,,42,7b6a02fc-c31b-4120-aa83-3ca28a53adcf,v2.0.9,request completed
2026-09-19T01:27:32,notification-service,production,us-east,200,171,DB_CONNECTION_TIMEOUT,56,9bd0e40e-4622-4583-ae0e-bda1d0474e00,v1.8.2,request completed
2026-09-19T01:27:46,game-session-service,production,eu-central,200,190,,49,16f6f9d1-0b4b-43d0-b230-1112605c93db,v2.1.3,request completed
2026-09-19T01:28:00,matchmaking-service,production,us-west,200,269,,38,b2a81c0a-6af4-4de6-8314-ad7fedd83e22,v2.0.9,request completed
2026-09-19T01:28:14,auth-service,production,us-east,200,283,,125,b02edf89-3b9a-4e90-b33b-b2a9679e9eec,v1.8.2,request completed
2026-09-19T01:28:28,notification-service,production,eu-central,200,166,,84,df130d5f-8eaa-4a31-9a25-2a3d917d7125,v2.0.9,request completed
2026-09-19T01:28:42,notification-service,production,ap-south,200,40,,75,9287adb8-b714-4f97-9881-2d5060073fd5,v2.0.9,request completed
2026-09-19T01:28:56,game-session-service,production,eu-central,200,387,,93,5e990a32-fd38-4ff3-b814-da874cd29593,v2.1.3,request completed
2026-09-19T01:29:10,notification-service,production,us-east,200,191,,117,3710530b-a512-44b1-8ba1-b46a3483d0c0,v2.1.3,request completed
2026-09-19T01:29:24,leaderboard-service,production,us-west,200,179,,75,b18c7ad8-3497-48db-877c-690e74a15839,v2.0.9,request completed
2026-09-19T01:29:38,game-session-service,production,ap-south,200,514,,61,a0ce6afb-8634-44d0-9e46-e116256fddc6,v1.8.2,request completed
2026-09-19T01:29:52,game-session-service,production,us-east,200,181,,124,c467b4b9-ed0b-4022-8953-2f2dc714566f,v1.8.2,request completed
2026-09-19T01:30:06,leaderboard-service,production,us-east,200,428,,34,a466b3a4-3a1a-462b-80ec-42fe78fd9c2a,v2.0.9,request completed
2026-09-19T01:30:20,leaderboard-service,production,ap-south,200,294,,26,a773319d-a3d1-49b4-a1a2-cf86e468f69a,v2.1.3,request completed
2026-09-19T01:30:34,payment-service,production,eu-central,200,160,,117,f144e4ba-ba06-46b5-a13d-9cbdbd474402,v2.1.3,request completed
2026-09-19T01:30:48,auth-service,production,us-west,201,108,,35,0f2273f8-4755-4112-812b-7169772ae6da,v2.0.9,request completed
2026-09-19T01:31:02,auth-service,production,us-west,200,279,,90,f376d442-0ad8-46ce-b685-3196658cb871,v2.1.3,request completed
2026-09-19T01:31:16,player-profile-service,production,us-east,201,188,,126,f873bc24-9b7e-49a7-b47e-b1fabe03def4,v1.8.2,request completed
2026-09-19T01:31:30,payment-service,production,ap-south,200,240,,73,ec244f47-d516-4e94-b646-9aa60b131c05,v2.1.3,request completed
2026-09-19T01:31:44,leaderboard-service,production,ap-south,200,87,,85,45420984-f93f-4c8a-93fc-07dcdf6f1b93,v2.0.9,request completed
2026-09-19T01:31:58,game-session-service,production,us-west,200,358,,73,91cf0503-7ab1-470c-9a45-476991bb5216,v1.8.2,request completed
2026-09-19T01:32:12,matchmaking-service,production,eu-central,200,40,,82,a52c6dcc-7906-4811-9a12-1c9c7986fc36,v1.8.2,request completed
2026-09-19T01:32:26,leaderboard-service,production,us-west,200,66,,90,b51c3792-791a-4295-8830-480cdded30ab,v2.0.9,request completed
2026-09-19T01:32:40,leaderboard-service,production,ap-south,200,292,,69,596d3d3a-6d66-4e5c-8d63-afc930a1890f,v2.0.9,request completed
2026-09-19T01:32:54,payment-service,production,ap-south,200,222,,136,f2114246-830a-4db5-87b4-e5d7a4b8652d,v1.8.2,request completed
2026-09-19T01:33:08,leaderboard-service,production,ap-south,200,201,,24,c5bc8ff8-02f4-4c7a-96fb-17102bfbd329,v2.0.9,request completed
2026-09-19T01:33:22,payment-service,production,eu-central,200,190,,87,d8039e70-d79a-4990-8311-5509613a4cfc,v1.8.2,request completed
2026-09-19T01:33:36,player-profile-service,production,us-east,200,262,,120,8ad9de54-e22d-4b70-9e74-3b762872af9b,v2.1.3,request completed
2026-09-19T01:33:50,matchmaking-service,production,eu-central,200,223,,129,23c64eef-746c-431f-8655-6cd3123a074a,v2.1.3,request completed
2026-09-19T01:34:04,matchmaking-service,production,ap-south,201,124,,99,2222d039-c9eb-4a05-88e2-94ef4d9e4a41,v2.0.9,request completed
2026-09-19T01:34:18,auth-service,production,us-west,200,238,,49,ac8ddb14-8a6b-4500-81dd-04eb8d5c8c0d,v2.1.3,request completed
2026-09-19T01:34:32,game-session-service,production,us-east,200,218,,41,cb64da58-cf07-40dd-b89c-4cb1c3550340,v2.0.9,request completed
2026-09-19T01:34:46,game-session-service,production,eu-central,200,192,,57,b915df7b-0b74-44e4-a275-87f950826792,v1.8.2,request completed
2026-09-19T01:35:00,matchmaking-service,production,eu-central,200,91,,41,2e700e9a-6e81-47df-baac-f72c4a1366db,v2.0.9,request completed
2026-09-19T01:35:14,payment-service,production,us-east,200,169,,50,8289729c-1ec3-4dad-9f09-66c665360da8,v2.1.3,request completed
2026-09-19T01:35:28,player-profile-service,production,us-west,200,229,,122,5df0c7ad-8352-4868-a934-0cd116ad1fef,v1.8.2,request completed
2026-09-19T01:35:42,player-profile-service,production,eu-central,200,241,,140,2b53918b-bf46-4ee7-97f3-7335f61fbc98,v2.1.3,request completed
2026-09-19T01:35:56,matchmaking-service,production,eu-central,200,160,,69,c9063ecb-9231-42af-935d-afa184efce9a,v2.1.3,request completed
2026-09-19T01:36:10,leaderboard-service,production,ap-south,200,249,,93,b8460eb0-df58-4fb0-a1cf-635c61b1ec53,v1.8.2,request completed
2026-09-19T01:36:24,matchmaking-service,production,eu-central,200,213,,107,707214be-44e7-4b8d-b689-2e7f2cfa35b7,v1.8.2,request completed
2026-09-19T01:36:38,leaderboard-service,production,us-east,200,338,,135,f140cbd4-c4cc-40e0-8afd-9d9b62c516f8,v2.1.3,request completed
2026-09-19T01:36:52,matchmaking-service,production,us-west,200,253,,116,7db039e9-ce69-4590-8137-cf3a58bfa078,v2.1.3,request completed
2026-09-19T01:37:06,game-session-service,production,us-west,200,290,,25,fdcbc3fb-fe17-4c79-adab-5b5cb1f7ab95,v2.1.3,request completed
2026-09-19T01:37:20,matchmaking-service,production,ap-south,200,289,,115,bd409933-d2b4-4835-a56d-578432443d67,v1.8.2,request completed
2026-09-19T01:37:34,player-profile-service,production,us-west,200,268,,66,d1fa0ca0-8c0d-4f1a-ae06-ccd8205dd520,v1.8.2,request completed
2026-09-19T01:37:48,notification-service,production,eu-central,200,76,,115,e706804f-532e-4c2b-a751-a750c08407a6,v1.8.2,request completed
2026-09-19T01:38:02,leaderboard-service,production,eu-central,200,247,,116,2a5f6e73-ee6a-46d2-8101-6a7bbe1d9f46,v1.8.2,request completed
2026-09-19T01:38:16,payment-service,production,ap-south,200,335,,78,08705828-f881-49c6-ad54-0fd43540a28f,v2.1.3,request completed
2026-09-19T01:38:30,matchmaking-service,production,eu-central,200,239,,67,2b9a685a-a01c-4409-9dfa-7b41528df4dd,v2.1.3,request completed
2026-09-19T01:38:44,auth-service,production,us-west,201,55,,48,20e2d523-763b-4b7a-9a97-eb4c65317be0,v2.0.9,request completed
2026-09-19T01:38:58,game-session-service,production,us-east,201,158,,58,e9986a63-5d4c-4073-93b2-18c4f9e83fbf,v2.1.3,request completed
2026-09-19T01:39:12,game-session-service,production,ap-south,400,196,,32,be1b38a1-f831-478e-84b6-99591f2e38c4,v1.8.2,request completed
2026-09-19T01:39:26,payment-service,production,us-west,200,323,,115,b50c854d-9455-479e-813d-ec9a906a8224,v2.0.9,request completed
2026-09-19T01:39:40,game-session-service,production,ap-south,200,196,,82,8a948c6e-8b21-4d01-b479-6428ff61c44a,v2.1.3,request completed
2026-09-19T01:39:54,notification-service,production,ap-south,200,249,,76,a22dbdd4-3329-4f88-816e-c1aa12b3e810,v2.0.9,request completed
2026-09-19T01:40:08,player-profile-service,production,us-west,200,40,,65,2d485e8f-9772-4015-9751-ddf5dd4c5dfc,v2.0.9,request completed
2026-09-19T01:40:22,auth-service,production,ap-south,200,165,,128,4ffee67c-bae5-442f-8d9e-4759376d412a,v2.0.9,request completed
2026-09-19T01:40:36,leaderboard-service,production,ap-south,200,215,,120,95d99ce2-6185-4b2a-a0d8-f90e5394c6b8,v1.8.2,request completed
2026-09-19T01:40:50,matchmaking-service,production,us-west,200,219,,126,0fc6f7b8-01bd-4483-8009-432d33100430,v1.8.2,request completed
2026-09-19T01:41:04,leaderboard-service,production,us-west,200,207,,135,97aa23a0-e59e-4d52-8c5f-e2b6071bf60c,v2.1.3,request completed
2026-09-19T01:41:18,notification-service,production,us-east,200,272,,36,a853407d-8581-40ab-8f3f-9549dce96162,v2.0.9,request completed
2026-09-19T01:41:32,notification-service,production,eu-central,200,284,,120,2ac29717-3d64-48c3-9af0-3a45fdd7f97a,v1.8.2,request completed
2026-09-19T01:41:46,payment-service,production,eu-central,200,288,,114,3a3ac180-f9ed-45e7-a1d1-4381f33a2386,v1.8.2,request completed
2026-09-19T01:42:00,player-profile-service,production,us-east,200,156,,77,12f32401-ac97-4af4-aee5-d5ce0c39fc05,v2.1.3,request completed
2026-09-19T01:42:14,notification-service,production,us-west,200,316,,130,8442a63b-4c83-438e-b691-f7278da5037e,v2.1.3,request completed
2026-09-19T01:42:28,game-session-service,production,eu-central,200,394,,74,73b6cd59-88ad-46ad-b500-b77f20d8ae99,v2.0.9,request completed
2026-09-19T01:42:42,game-session-service,production,us-east,200,228,,135,81af7da3-25db-445b-804c-354633bb623a,v2.0.9,request completed
2026-09-19T01:42:56,auth-service,production,eu-central,200,149,,111,164237a8-be1c-4aa0-93c1-5cafdafb33f9,v2.1.3,request completed
2026-09-19T01:43:10,matchmaking-service,production,ap-south,200,150,,97,c020de50-3bd1-4257-b5d3-2bdf86c60828,v2.1.3,request completed
2026-09-19T01:43:24,player-profile-service,production,us-east,200,307,,130,e681fecd-15c7-4e6a-9650-a954b369a89f,v2.1.3,request completed
2026-09-19T01:43:38,payment-service,production,ap-south,200,155,,125,f3e3e73e-be99-4458-8e4b-3fe7fdd09653,v2.0.9,request completed
2026-09-19T01:43:52,player-profile-service,production,ap-south,200,205,,39,407cba2d-db22-4e39-94d9-000b385207a1,v2.0.9,request completed
2026-09-19T01:44:06,game-session-service,production,ap-south,200,290,,75,d24e7ec7-01d4-45a9-96d7-492b15cbe93d,v1.8.2,request completed
2026-09-19T01:44:20,auth-service,production,eu-central,200,159,,35,819e27d1-d635-474c-8d09-8e298257ecec,v1.8.2,request completed
2026-09-19T01:44:34,player-profile-service,production,eu-central,200,201,,137,610e1362-61f0-4609-84f1-912a91a4bfa6,v2.1.3,request completed
2026-09-19T01:44:48,game-session-service,production,us-east,200,178,,104,ded68a5c-1cbd-45c8-b8f8-7df68b121a19,v2.0.9,request completed
2026-09-19T01:45:02,player-profile-service,production,us-west,200,202,,34,7bd0d1fb-8833-467a-8faf-166aa5a11009,v1.8.2,request completed
