timestamp,service_name,region,cpu_usage,memory_usage,p95_latency_ms,error_rate,request_count,timeout_count,deployment_version
2026-06-30T20:31:12,game-session-service,ap-south,55.6,68.82,344.25,0.0124,1376,2,v1.8.2
2026-06-30T20:32:24,leaderboard-service,ap-south,55.85,44.66,256.51,0.0246,975,1,v2.1.3
2026-06-30T20:33:36,auth-service,us-east,59.16,47.2,255.93,0.0189,828,8,v1.8.2
2026-06-30T20:34:48,payment-service,us-east,60.24,65.28,340.05,0.001,1357,3,v2.1.3
2026-06-30T20:36:00,matchmaking-service,us-east,67.58,64.23,299.83,0.0228,1083,0,v1.8.2
2026-06-30T20:37:12,player-profile-service,us-east,45.89,69.67,306.0,0.024,957,5,v2.0.9
2026-06-30T20:38:24,notification-service,us-east,35.87,42.56,302.33,0.0166,1239,7,v2.0.9
2026-06-30T20:39:36,game-session-service,us-east,59.99,38.14,313.82,0.0083,1276,5,v2.1.3
2026-06-30T20:40:48,leaderboard-service,us-east,47.12,41.61,361.02,0.0084,1408,3,v1.8.2
2026-06-30T20:42:00,auth-service,us-west,46.53,62.5,231.04,0.0259,686,6,v2.1.3
2026-06-30T20:43:12,payment-service,us-west,34.05,68.48,374.04,0.0336,1425,0,v2.1.3
2026-06-30T20:44:24,matchmaking-service,us-west,54.29,47.97,342.49,0.0254,1161,7,v2.1.3
2026-06-30T20:45:36,player-profile-service,us-west,49.06,69.54,286.34,0.0159,1044,1,v2.1.3
2026-06-30T20:46:48,notification-service,us-west,36.51,53.54,297.44,0.0107,1382,4,v1.8.2
2026-06-30T20:48:00,game-session-service,us-west,30.44,62.38,248.31,0.0228,1519,2,v2.1.3
2026-06-30T20:49:12,leaderboard-service,us-west,44.83,68.96,227.19,0.004,1113,8,v2.0.9
2026-06-30T20:50:24,auth-service,eu-central,62.91,63.73,214.37,0.0133,1223,0,v1.8.2
2026-06-30T20:51:36,payment-service,eu-central,46.94,61.83,285.1,0.0111,1169,2,v1.8.2
2026-06-30T20:52:48,matchmaking-service,eu-central,47.3,63.73,249.45,0.0225,1504,8,v1.8.2
2026-06-30T20:54:00,player-profile-service,eu-central,58.89,53.79,313.58,0.0166,1175,0,v2.1.3
2026-06-30T20:55:12,notification-service,eu-central,41.02,71.01,287.62,0.001,1220,7,v1.8.2
2026-06-30T20:56:24,game-session-service,eu-central,49.33,52.69,293.85,0.0204,1564,8,v2.1.3
2026-06-30T20:57:36,leaderboard-service,eu-central,64.91,68.03,244.71,0.0014,807,4,v1.8.2
2026-06-30T20:58:48,auth-service,ap-south,40.64,59.83,298.24,0.0177,1038,7,v2.0.9
2026-06-30T21:00:00,payment-service,ap-south,63.88,40.71,290.85,0.0208,1333,1,v1.8.2
2026-06-30T21:01:12,matchmaking-service,ap-south,66.7,43.12,263.67,0.0117,1575,2,v2.1.3
2026-06-30T21:02:24,player-profile-service,ap-south,34.46,50.97,228.98,0.0198,1127,3,v1.8.2
2026-06-30T21:03:36,notification-service,ap-south,31.69,48.54,260.72,0.0189,946,5,v2.0.9
2026-06-30T21:04:48,game-session-service,ap-south,41.26,58.09,197.15,0.0178,1124,6,v2.1.3
2026-06-30T21:06:00,leaderboard-service,ap-south,66.87,38.88,373.49,0.0252,871,3,v1.8.2
2026-06-30T21:07:12,auth-service,us-east,58.23,65.33,372.63,0.018,1469,4,v2.0.9
2026-06-30T21:08:24,payment-service,us-east,49.46,54.05,297.87,0.0101,1106,2,v2.1.3
2026-06-30T21:09:36,matchmaking-service,us-east,45.01,37.68,259.29,0.02,1560,2,v2.1.3
2026-06-30T21:10:48,player-profile-service,us-east,52.33,43.23,214.32,0.0056,870,1,v1.8.2
2026-06-30T21:12:00,notification-service,us-east,44.71,68.87,232.04,0.0168,1236,8,v1.8.2
2026-06-30T21:13:12,game-session-service,us-east,66.77,44.69,363.32,0.018,785,1,v1.8.2
2026-06-30T21:14:24,leaderboard-service,us-east,58.38,45.73,350.51,0.0109,1112,8,v1.8.2
2026-06-30T21:15:36,auth-service,us-west,67.78,36.37,302.22,0.0208,618,0,v2.1.3
2026-06-30T21:16:48,payment-service,us-west,46.99,69.58,128.09,0.0143,708,8,v2.1.3
2026-06-30T21:18:00,matchmaking-service,us-west,49.84,67.88,304.55,0.0082,1593,7,v2.1.3
2026-06-30T21:19:12,player-profile-service,us-west,41.71,65.79,266.4,0.0196,1323,3,v2.1.3
2026-06-30T21:20:24,notification-service,us-west,67.28,65.97,243.21,0.0096,614,5,v2.1.3
2026-06-30T21:21:36,game-session-service,us-west,34.53,38.13,200.16,0.0048,1461,6,v1.8.2
2026-06-30T21:22:48,leaderboard-service,us-west,51.95,60.63,336.31,0.0074,646,4,v2.0.9
2026-06-30T21:24:00,auth-service,eu-central,38.53,70.59,297.2,0.0201,1595,0,v2.0.9
2026-06-30T21:25:12,payment-service,eu-central,36.71,41.77,273.51,0.0167,943,4,v2.1.3
2026-06-30T21:26:24,matchmaking-service,eu-central,37.93,63.72,318.44,0.0178,693,3,v2.0.9
2026-06-30T21:27:36,player-profile-service,eu-central,43.76,46.09,292.53,0.0114,1244,0,v2.0.9
2026-06-30T21:28:48,notification-service,eu-central,54.3,61.49,399.27,0.0239,1500,2,v1.8.2
2026-06-30T21:30:00,game-session-service,eu-central,33.98,61.79,242.44,0.019,1258,7,v2.1.3
2026-06-30T21:31:12,leaderboard-service,eu-central,53.09,62.15,380.53,0.0186,1431,8,v1.8.2
2026-06-30T21:32:24,auth-service,ap-south,50.74,65.08,322.93,0.0215,616,8,v2.1.3
2026-06-30T21:33:36,payment-service,ap-south,31.4,36.55,179.6,0.0075,1252,3,v2.1.3
2026-06-30T21:34:48,matchmaking-service,ap-south,50.34,58.23,331.75,0.0133,1241,7,v2.0.9
2026-06-30T21:36:00,player-profile-service,ap-south,46.28,37.59,253.09,0.0076,1554,0,v2.1.3
2026-06-30T21:37:12,notification-service,ap-south,30.64,62.26,299.35,0.0132,858,8,v2.1.3
2026-06-30T21:38:24,game-session-service,ap-south,37.23,59.05,302.85,0.0108,1071,3,v1.8.2
2026-06-30T21:39:36,leaderboard-service,ap-south,58.68,57.83,292.41,0.0127,1258,4,v2.0.9
2026-06-30T21:40:48,auth-service,us-east,54.06,60.64,307.46,0.0168,1236,4,v1.8.2
2026-06-30T21:42:00,payment-service,us-east,38.75,59.86,322.21,0.021,1308,7,v2.1.3
2026-06-30T21:43:12,matchmaking-service,us-east,39.42,52.24,259.48,0.0098,1385,8,v1.8.2
2026-06-30T21:44:24,player-profile-service,us-east,67.13,69.64,349.35,0.0146,617,4,v1.8.2
2026-06-30T21:45:36,notification-service,us-east,67.76,49.31,181.53,0.0183,1538,7,v2.0.9
2026-06-30T21:46:48,game-session-service,us-east,38.47,48.3,301.35,0.0164,1217,8,v1.8.2
2026-06-30T21:48:00,leaderboard-service,us-east,37.26,68.22,165.35,0.0142,1097,5,v2.1.3
2026-06-30T21:49:12,auth-service,us-west,55.26,50.0,284.61,0.0151,1344,7,v2.0.9
2026-06-30T21:50:24,payment-service,us-west,61.61,35.06,233.81,0.0184,1368,1,v1.8.2
2026-06-30T21:51:36,matchmaking-service,us-west,56.52,68.36,294.77,0.012,896,3,v2.0.9
2026-06-30T21:52:48,player-profile-service,us-west,42.43,50.84,241.83,0.02,881,1,v2.0.9
2026-06-30T21:54:00,notification-service,us-west,53.4,40.51,276.57,0.0172,1594,4,v1.8.2
2026-06-30T21:55:12,game-session-service,us-west,59.41,50.83,235.89,0.0174,629,5,v2.0.9
2026-06-30T21:56:24,leaderboard-service,us-west,49.97,61.62,189.11,0.0234,650,8,v2.1.3
2026-06-30T21:57:36,auth-service,eu-central,53.78,45.59,215.62,0.0201,650,2,v2.1.3
2026-06-30T21:58:48,payment-service,eu-central,39.27,44.46,323.32,0.0207,1356,5,v2.1.3
2026-06-30T22:00:00,matchmaking-service,eu-central,47.33,59.75,274.87,0.0252,722,4,v2.1.3
2026-06-30T22:01:12,player-profile-service,eu-central,64.24,53.39,266.48,0.0128,825,8,v1.8.2
2026-06-30T22:02:24,notification-service,eu-central,45.1,55.27,433.7,0.0019,849,7,v2.0.9
2026-06-30T22:03:36,game-session-service,eu-central,37.57,44.56,311.93,0.0229,1183,5,v1.8.2
2026-06-30T22:04:48,leaderboard-service,eu-central,43.31,62.6,349.51,0.0074,815,6,v1.8.2
2026-06-30T22:06:00,auth-service,ap-south,39.1,70.8,268.35,0.0266,728,7,v2.0.9
2026-06-30T22:07:12,payment-service,ap-south,31.7,68.18,202.5,0.0148,993,3,v2.1.3
2026-06-30T22:08:24,matchmaking-service,ap-south,61.95,67.3,244.39,0.0091,622,4,v2.0.9
2026-06-30T22:09:36,player-profile-service,ap-south,66.73,53.12,364.71,0.0172,674,7,v1.8.2
2026-06-30T22:10:48,notification-service,ap-south,62.22,70.97,394.29,0.0082,854,8,v2.0.9
2026-06-30T22:12:00,game-session-service,ap-south,65.66,61.7,285.18,0.019,1262,1,v1.8.2
2026-06-30T22:13:12,leaderboard-service,ap-south,59.29,43.61,361.99,0.0212,1541,0,v2.0.9
2026-06-30T22:14:24,auth-service,us-east,53.06,54.55,251.43,0.0103,1047,2,v1.8.2
2026-06-30T22:15:36,payment-service,us-east,48.98,56.57,282.19,0.0118,997,4,v2.1.3
2026-06-30T22:16:48,matchmaking-service,us-east,49.5,71.87,292.32,0.0244,885,0,v2.0.9
2026-06-30T22:18:00,player-profile-service,us-east,49.05,55.24,209.82,0.0035,629,7,v2.0.9
2026-06-30T22:19:12,notification-service,us-east,35.76,67.74,266.75,0.0092,1262,0,v2.0.9
2026-06-30T22:20:24,game-session-service,us-east,65.01,43.39,314.53,0.0175,634,6,v2.0.9
2026-06-30T22:21:36,leaderboard-service,us-east,35.92,64.49,249.81,0.0212,1356,6,v2.1.3
2026-06-30T22:22:48,auth-service,us-west,40.47,65.34,338.67,0.0184,836,3,v2.1.3
2026-06-30T22:24:00,payment-service,us-west,32.36,58.07,296.59,0.0266,1224,4,v2.0.9
2026-06-30T22:25:12,matchmaking-service,us-west,65.95,40.42,330.43,0.0101,1002,0,v1.8.2
2026-06-30T22:26:24,player-profile-service,us-west,44.62,61.26,314.3,0.0334,788,2,v1.8.2
2026-06-30T22:27:36,notification-service,us-west,57.31,71.91,197.52,0.0184,1553,5,v2.0.9
2026-06-30T22:28:48,game-session-service,us-west,57.85,36.18,263.17,0.0189,1280,8,v1.8.2
2026-06-30T22:30:00,leaderboard-service,us-west,45.7,39.03,241.52,0.0197,680,5,v2.1.3
2026-06-30T22:31:12,auth-service,eu-central,50.45,63.08,330.19,0.0186,989,1,v2.0.9
2026-06-30T22:32:24,payment-service,eu-central,31.51,61.09,285.55,0.009,800,6,v2.0.9
2026-06-30T22:33:36,matchmaking-service,eu-central,42.57,68.19,222.22,0.013,631,5,v2.0.9
2026-06-30T22:34:48,player-profile-service,eu-central,29.63,36.29,194.85,0.0218,664,6,v2.1.3
2026-06-30T22:36:00,notification-service,eu-central,42.52,47.39,275.98,0.0266,1576,5,v1.8.2
2026-06-30T22:37:12,game-session-service,eu-central,64.97,46.0,367.72,0.0181,1338,5,v2.1.3
2026-06-30T22:38:24,leaderboard-service,eu-central,28.97,43.65,347.48,0.01,1086,1,v2.1.3
2026-06-30T22:39:36,auth-service,ap-south,59.59,68.8,411.44,0.0103,1434,6,v2.1.3
2026-06-30T22:40:48,payment-service,ap-south,60.1,62.32,323.3,0.0211,1442,0,v2.0.9
2026-06-30T22:42:00,matchmaking-service,ap-south,62.45,52.05,290.74,0.0055,1402,5,v2.1.3
2026-06-30T22:43:12,player-profile-service,ap-south,37.89,37.4,312.06,0.0172,634,2,v2.1.3
2026-06-30T22:44:24,notification-service,ap-south,63.34,71.55,233.81,0.013,871,6,v2.0.9
2026-06-30T22:45:36,game-session-service,ap-south,67.54,70.97,301.39,0.0166,777,7,v2.1.3
2026-06-30T22:46:48,leaderboard-service,ap-south,57.92,66.34,321.03,0.0208,1280,3,v1.8.2
2026-06-30T22:48:00,auth-service,us-east,50.68,48.8,288.53,0.0093,1355,4,v1.8.2
2026-06-30T22:49:12,payment-service,us-east,37.42,45.41,293.02,0.02,1529,3,v2.0.9
2026-06-30T22:50:24,matchmaking-service,us-east,67.7,53.77,287.62,0.0174,836,4,v2.1.3
2026-06-30T22:51:36,player-profile-service,us-east,32.09,52.57,308.74,0.0055,1438,0,v2.1.3
2026-06-30T22:52:48,notification-service,us-east,63.08,43.62,345.7,0.0019,651,0,v1.8.2
2026-06-30T22:54:00,game-session-service,us-east,65.21,48.77,196.71,0.0072,1486,3,v1.8.2
2026-06-30T22:55:12,leaderboard-service,us-east,32.23,57.06,239.49,0.0167,1234,0,v1.8.2
2026-06-30T22:56:24,auth-service,us-west,29.77,72.0,290.65,0.0216,639,2,v2.0.9
2026-06-30T22:57:36,payment-service,us-west,60.75,50.13,266.43,0.001,980,0,v2.1.3
2026-06-30T22:58:48,matchmaking-service,us-west,59.81,55.28,263.95,0.0131,664,0,v1.8.2
2026-06-30T23:00:00,player-profile-service,us-west,34.18,54.76,324.35,0.0192,1268,8,v2.0.9
2026-06-30T23:01:12,notification-service,us-west,54.71,50.46,244.97,0.0183,652,4,v1.8.2
2026-06-30T23:02:24,game-session-service,us-west,44.66,66.98,276.66,0.001,1421,6,v2.0.9
2026-06-30T23:03:36,leaderboard-service,us-west,36.15,35.22,246.3,0.0095,1523,6,v2.0.9
2026-06-30T23:04:48,auth-service,eu-central,51.11,48.49,189.56,0.021,1391,6,v1.8.2
2026-06-30T23:06:00,payment-service,eu-central,53.63,68.66,292.27,0.0167,691,2,v1.8.2
2026-06-30T23:07:12,matchmaking-service,eu-central,34.87,47.87,241.91,0.0103,765,8,v2.1.3
2026-06-30T23:08:24,player-profile-service,eu-central,47.62,64.78,289.67,0.0173,1590,6,v2.1.3
2026-06-30T23:09:36,notification-service,eu-central,67.02,52.86,246.6,0.0276,654,0,v1.8.2
2026-06-30T23:10:48,game-session-service,eu-central,53.61,66.69,328.74,0.0119,1235,2,v2.1.3
2026-06-30T23:12:00,leaderboard-service,eu-central,35.32,43.07,252.7,0.0119,1009,7,v2.0.9
2026-06-30T23:13:12,auth-service,ap-south,37.88,61.82,308.77,0.0205,1518,2,v2.1.3
2026-06-30T23:14:24,payment-service,ap-south,54.72,47.0,348.36,0.0173,999,0,v1.8.2
2026-06-30T23:15:36,matchmaking-service,ap-south,53.96,46.4,177.16,0.0187,855,4,v2.1.3
2026-06-30T23:16:48,player-profile-service,ap-south,45.53,35.86,239.61,0.0193,1233,8,v2.0.9
2026-06-30T23:18:00,notification-service,ap-south,61.46,64.99,221.57,0.0166,1009,7,v2.0.9
2026-06-30T23:19:12,game-session-service,ap-south,31.67,51.35,327.29,0.0177,1122,5,v1.8.2
2026-06-30T23:20:24,leaderboard-service,ap-south,64.89,46.61,355.69,0.0175,1337,1,v2.1.3
2026-06-30T23:21:36,auth-service,us-east,54.11,64.02,360.5,0.0206,626,6,v2.1.3
2026-06-30T23:22:48,payment-service,us-east,35.75,71.32,369.24,0.0147,1103,1,v1.8.2
2026-06-30T23:24:00,matchmaking-service,us-east,55.45,61.68,397.91,0.0108,826,2,v2.0.9
2026-06-30T23:25:12,player-profile-service,us-east,34.35,68.17,317.64,0.0067,881,4,v1.8.2
2026-06-30T23:26:24,notification-service,us-east,36.33,44.73,320.28,0.0215,1118,7,v2.0.9
2026-06-30T23:27:36,game-session-service,us-east,44.14,58.55,273.66,0.0167,884,2,v1.8.2
2026-06-30T23:28:48,leaderboard-service,us-east,32.6,54.64,254.87,0.021,1251,4,v2.1.3
2026-06-30T23:30:00,auth-service,us-west,51.2,67.65,339.06,0.0134,707,8,v2.0.9
2026-06-30T23:31:12,payment-service,us-west,57.52,48.74,357.46,0.0146,984,6,v2.0.9
2026-06-30T23:32:24,matchmaking-service,us-west,45.69,41.54,234.04,0.0119,1361,1,v2.0.9
2026-06-30T23:33:36,player-profile-service,us-west,53.57,71.41,260.96,0.0231,1199,4,v1.8.2
2026-06-30T23:34:48,notification-service,us-west,36.87,45.77,350.88,0.0081,1240,0,v2.1.3
2026-06-30T23:36:00,game-session-service,us-west,33.28,43.41,234.51,0.0183,1268,0,v2.0.9
2026-06-30T23:37:12,leaderboard-service,us-west,40.15,54.35,283.94,0.0151,1146,5,v1.8.2
2026-06-30T23:38:24,auth-service,eu-central,36.17,58.09,240.19,0.0181,1086,2,v1.8.2
2026-06-30T23:39:36,payment-service,eu-central,56.3,51.68,365.58,0.0273,665,3,v1.8.2
2026-06-30T23:40:48,matchmaking-service,eu-central,44.08,44.78,330.01,0.0232,611,4,v2.1.3
2026-06-30T23:42:00,player-profile-service,eu-central,51.79,56.4,236.65,0.0079,1216,5,v1.8.2
2026-06-30T23:43:12,notification-service,eu-central,29.76,54.67,275.7,0.0097,1015,0,v2.1.3
2026-06-30T23:44:24,game-session-service,eu-central,28.49,55.38,281.48,0.0174,1563,1,v1.8.2
2026-06-30T23:45:36,leaderboard-service,eu-central,53.9,50.36,302.98,0.0186,1227,8,v1.8.2
2026-06-30T23:46:48,auth-service,ap-south,67.76,61.8,260.06,0.0149,1089,0,v1.8.2
2026-06-30T23:48:00,payment-service,ap-south,57.81,52.21,228.21,0.0134,1359,6,v2.1.3
2026-06-30T23:49:12,matchmaking-service,ap-south,38.46,58.83,242.38,0.0165,726,1,v2.1.3
2026-06-30T23:50:24,player-profile-service,ap-south,56.47,44.84,377.14,0.0049,1167,4,v2.0.9
2026-06-30T23:51:36,notification-service,ap-south,66.88,45.94,190.78,0.0198,1550,8,v2.1.3
2026-06-30T23:52:48,game-session-service,ap-south,38.41,43.74,336.25,0.0193,1361,2,v1.8.2
2026-06-30T23:54:00,leaderboard-service,ap-south,35.68,49.38,365.63,0.0111,1215,5,v1.8.2
2026-06-30T23:55:12,auth-service,us-east,46.78,66.07,201.89,0.0244,1314,8,v1.8.2
2026-06-30T23:56:24,payment-service,us-east,50.81,46.39,316.88,0.0091,817,3,v1.8.2
2026-06-30T23:57:36,matchmaking-service,us-east,33.78,36.0,264.12,0.013,709,2,v2.0.9
2026-06-30T23:58:48,player-profile-service,us-east,56.03,36.14,325.63,0.0122,741,2,v2.1.3
2026-07-01T00:00:00,notification-service,us-east,57.47,37.43,269.93,0.0134,1204,1,v2.1.3
2026-07-01T00:01:12,game-session-service,us-east,63.65,37.44,322.82,0.0315,1488,8,v2.0.9
2026-07-01T00:02:24,leaderboard-service,us-east,36.13,36.25,304.6,0.0139,1572,3,v2.1.3
2026-07-01T00:03:36,auth-service,us-west,47.08,39.91,358.26,0.0211,1410,4,v2.1.3
2026-07-01T00:04:48,payment-service,us-west,38.45,47.98,293.46,0.0209,1552,6,v2.1.3
2026-07-01T00:06:00,matchmaking-service,us-west,58.77,57.27,368.64,0.0185,1087,5,v2.0.9
2026-07-01T00:07:12,player-profile-service,us-west,29.25,54.19,269.84,0.0138,700,6,v2.0.9
2026-07-01T00:08:24,notification-service,us-west,56.58,65.63,263.06,0.0154,1188,3,v2.0.9
2026-07-01T00:09:36,game-session-service,us-west,39.53,62.77,281.35,0.0153,655,3,v2.0.9
2026-07-01T00:10:48,leaderboard-service,us-west,66.69,56.92,265.78,0.0176,1580,2,v1.8.2
2026-07-01T00:12:00,auth-service,eu-central,60.61,69.72,271.24,0.0318,837,4,v2.1.3
2026-07-01T00:13:12,payment-service,eu-central,47.61,71.67,345.6,0.0293,1174,1,v2.0.9
2026-07-01T00:14:24,matchmaking-service,eu-central,65.14,68.0,244.22,0.0103,1363,6,v1.8.2
2026-07-01T00:15:36,player-profile-service,eu-central,36.24,44.74,210.05,0.0197,1522,5,v1.8.2
2026-07-01T00:16:48,notification-service,eu-central,65.76,39.69,226.29,0.0149,1208,3,v2.1.3
2026-07-01T00:18:00,game-session-service,eu-central,51.26,54.3,281.49,0.0049,1488,5,v2.1.3
2026-07-01T00:19:12,leaderboard-service,eu-central,46.53,60.5,232.5,0.0052,863,2,v2.0.9
2026-07-01T00:20:24,auth-service,ap-south,48.31,44.9,285.9,0.0213,1372,3,v2.1.3
2026-07-01T00:21:36,payment-service,ap-south,66.99,61.76,315.26,0.0064,1217,2,v2.1.3
2026-07-01T00:22:48,matchmaking-service,ap-south,38.35,70.33,256.55,0.0192,704,3,v2.1.3
2026-07-01T00:24:00,player-profile-service,ap-south,34.04,40.49,304.76,0.0142,909,6,v1.8.2
2026-07-01T00:25:12,notification-service,ap-south,53.52,38.95,267.09,0.0204,811,1,v2.1.3
2026-07-01T00:26:24,game-session-service,ap-south,55.74,53.52,271.46,0.0153,1247,6,v2.0.9
2026-07-01T00:27:36,leaderboard-service,ap-south,28.22,43.96,250.39,0.0159,1473,6,v2.0.9
2026-07-01T00:28:48,auth-service,us-east,61.84,59.71,257.89,0.0061,1268,6,v2.0.9
2026-07-01T00:30:00,payment-service,us-east,53.66,51.79,246.8,0.002,920,2,v2.1.3
2026-07-01T00:31:12,matchmaking-service,us-east,37.7,49.8,262.72,0.0127,1329,6,v2.0.9
2026-07-01T00:32:24,player-profile-service,us-east,46.21,58.0,339.35,0.0263,1019,7,v2.1.3
2026-07-01T00:33:36,notification-service,us-east,63.78,47.14,222.56,0.001,610,2,v2.1.3
2026-07-01T00:34:48,game-session-service,us-east,29.53,55.1,339.14,0.0017,764,1,v2.0.9
2026-07-01T00:36:00,leaderboard-service,us-east,41.93,66.34,305.93,0.001,1067,8,v2.1.3
2026-07-01T00:37:12,auth-service,us-west,53.57,65.67,297.45,0.0226,1134,0,v2.1.3
2026-07-01T00:38:24,payment-service,us-west,67.61,41.8,166.93,0.0241,1126,3,v2.0.9
2026-07-01T00:39:36,matchmaking-service,us-west,38.1,49.13,270.07,0.0054,662,0,v1.8.2
2026-07-01T00:40:48,player-profile-service,us-west,51.21,39.04,388.86,0.0221,910,5,v1.8.2
2026-07-01T00:42:00,notification-service,us-west,67.77,70.55,169.5,0.0252,1073,3,v2.1.3
2026-07-01T00:43:12,game-session-service,us-west,60.38,58.47,344.79,0.0288,1080,1,v1.8.2
2026-07-01T00:44:24,leaderboard-service,us-west,42.13,58.64,243.59,0.0131,1438,2,v2.1.3
2026-07-01T00:45:36,auth-service,eu-central,53.98,63.85,234.99,0.0162,1080,8,v2.0.9
2026-07-01T00:46:48,payment-service,eu-central,55.5,71.37,288.34,0.01,1295,6,v2.0.9
2026-07-01T00:48:00,matchmaking-service,eu-central,42.32,59.21,181.15,0.0165,928,4,v1.8.2
2026-07-01T00:49:12,player-profile-service,eu-central,54.37,48.41,203.48,0.0159,1551,1,v2.0.9
2026-07-01T00:50:24,notification-service,eu-central,59.36,40.19,291.5,0.0131,1451,5,v2.0.9
2026-07-01T00:51:36,game-session-service,eu-central,36.39,37.66,273.6,0.0141,900,0,v2.0.9
2026-07-01T00:52:48,leaderboard-service,eu-central,35.43,51.72,223.78,0.0092,1403,3,v2.0.9
2026-07-01T00:54:00,auth-service,ap-south,34.72,67.97,294.38,0.0219,1222,8,v1.8.2
2026-07-01T00:55:12,payment-service,ap-south,35.89,60.63,222.89,0.0021,1143,4,v1.8.2
2026-07-01T00:56:24,matchmaking-service,ap-south,50.2,44.79,277.0,0.0075,839,1,v1.8.2
2026-07-01T00:57:36,player-profile-service,ap-south,46.68,40.34,210.79,0.0165,1103,7,v1.8.2
2026-07-01T00:58:48,notification-service,ap-south,34.41,46.87,211.51,0.0151,1312,0,v1.8.2
2026-07-01T01:00:00,game-session-service,ap-south,43.0,50.5,233.85,0.0151,1583,7,v2.1.3
2026-07-01T01:01:12,leaderboard-service,ap-south,28.82,36.7,349.68,0.0195,1354,0,v2.1.3
2026-07-01T01:02:24,auth-service,us-east,47.39,68.21,288.79,0.0121,634,7,v2.0.9
2026-07-01T01:03:36,payment-service,us-east,31.78,59.38,264.7,0.0054,949,5,v1.8.2
2026-07-01T01:04:48,matchmaking-service,us-east,39.37,47.65,292.46,0.0062,857,3,v2.0.9
2026-07-01T01:06:00,player-profile-service,us-east,61.11,49.94,322.97,0.0169,1115,5,v2.1.3
2026-07-01T01:07:12,notification-service,us-east,54.18,64.3,315.3,0.0104,938,3,v2.0.9
2026-07-01T01:08:24,game-session-service,us-east,59.37,36.48,261.02,0.0204,1340,1,v1.8.2
2026-07-01T01:09:36,leaderboard-service,us-east,43.94,39.01,331.98,0.0092,647,0,v2.1.3
2026-07-01T01:10:48,auth-service,us-west,59.56,68.66,307.28,0.0079,1226,0,v1.8.2
2026-07-01T01:12:00,payment-service,us-west,36.5,59.68,222.62,0.0084,1068,1,v2.0.9
2026-07-01T01:13:12,matchmaking-service,us-west,62.77,50.6,282.02,0.0118,703,2,v2.1.3
2026-07-01T01:14:24,player-profile-service,us-west,59.46,55.8,391.11,0.0162,864,2,v2.1.3
2026-07-01T01:15:36,notification-service,us-west,45.23,58.75,285.78,0.0167,1556,0,v2.0.9
2026-07-01T01:16:48,game-session-service,us-west,58.95,50.58,213.17,0.0151,1312,1,v1.8.2
